epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,6981.57,0.78998,0.3554,0.00447,0.99267,0.9784,0.99433,0.82247,0.71681,0.23396,0.00523,0.0001784,0.0001784,0.0001784
186,7026.12,0.77168,0.34032,0.00409,0.98588,0.9784,0.99328,0.84055,0.6531,0.22274,0.00476,0.0001685,0.0001685,0.0001685
187,7058.38,0.80732,0.35654,0.00431,0.99161,0.97994,0.99427,0.828,0.70209,0.22596,0.00503,0.0001586,0.0001586,0.0001586
188,7090.83,0.82719,0.35409,0.00439,0.98509,0.97531,0.99376,0.83393,0.68275,0.22679,0.00508,0.0001487,0.0001487,0.0001487
189,7123.85,0.78426,0.33362,0.00395,0.98908,0.97841,0.99432,0.8415,0.65975,0.21688,0.00476,0.0001388,0.0001388,0.0001388
190,7156.59,0.77929,0.32233,0.00432,0.98748,0.9741,0.99389,0.82134,0.71522,0.23268,0.0051,0.0001289,0.0001289,0.0001289
191,7187.73,0.65273,0.21299,0.00421,0.9895,0.97222,0.99391,0.83438,0.68708,0.23105,0.00503,0.000119,0.000119,0.000119
192,7218.63,0.64552,0.21976,0.0041,0.99606,0.97222,0.994,0.84076,0.67249,0.22292,0.005,0.0001091,0.0001091,0.0001091
193,7249.47,0.63337,0.20618,0.00391,0.99213,0.97285,0.99416,0.83632,0.6839,0.22023,0.00507,9.92e-05,9.92e-05,9.92e-05
194,7280.79,0.65369,0.21451,0.00397,0.99684,0.97352,0.99422,0.83852,0.66485,0.21295,0.00489,8.93e-05,8.93e-05,8.93e-05
195,7316.85,0.64892,0.20986,0.00419,0.99374,0.98067,0.9943,0.84236,0.65925,0.21237,0.00487,7.94e-05,7.94e-05,7.94e-05
196,7350.45,0.62474,0.21165,0.00395,0.99221,0.98271,0.99432,0.84555,0.67134,0.21451,0.00501,6.95e-05,6.95e-05,6.95e-05
197,7383.86,0.6115,0.19726,0.00365,0.99211,0.9707,0.99407,0.8447,0.66284,0.21684,0.00489,5.96e-05,5.96e-05,5.96e-05
198,7416.49,0.63368,0.23069,0.00383,0.98756,0.9799,0.99401,0.84567,0.64773,0.21581,0.0047,4.97e-05,4.97e-05,4.97e-05
199,7449.3,0.63901,0.20801,0.00396,0.98599,0.97714,0.99413,0.84717,0.64551,0.21415,0.00463,3.98e-05,3.98e-05,3.98e-05
200,7484.1,0.60089,0.19989,0.00378,0.98911,0.98131,0.99427,0.84451,0.65736,0.21489,0.00476,2.99e-05,2.99e-05,2.99e-05
